Input Sample	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
GSM1607694	0	0	0.207474322031054	0.0319229510088533	0	0.0264401581853351	0	0.0529860520569822	0.0325541539737731	0.0414844688164582	0	0.113644787730957	0.0515509593122046	0.0491512638406656	0.0290610718613111	0.0470956935612793	0.00736852368353063	0.00276118081691735	0	0.306504413120679	0	0	0.353	0.0448904454290833	1.07810933178868
GSM1607695	0.00128518367179872	0	0.0326703390110803	0.0545532370207188	0.0754186292868787	0.0553894140667106	0	0.0524367970146686	0.0684929200326542	0.116532668786865	0	0.14723049775559	0.023170074476155	0.0078172803230957	0.0227710649277952	0.0483581993805076	0.0436979837260898	0.0301681366958974	0	0.220007573823495	0	0	0.398	0.0384964314409691	1.1007133099
GSM1607696	0	0	0.0612615900332398	0.000147643485513895	0.018039966000089	0.0920178470217663	0	0.0540446054879319	0.018460495042097	0.0119062997767374	0	0.103038899013231	0.0131973092609318	0.1338818005611	0.0600334535426623	0.0263122340382999	0	0.0133536264732498	0	0.39430423026315	0	0	0.273	0.0608436820528645	1.11073803073512
GSM1607697	0.0479390785716158	0.00883181500885823	0.0102316845193092	0.162879652329018	0.0885208547669591	0	0.154356431338261	0.0731847663078299	0.0341681946333977	0.0635475752093919	0	0.139962983708467	0	0.00380313086298308	0.0652995982448151	0.0943722701868009	0.0128209913436812	0.00404780092675189	0	0.03603317204186	0	0	0.00800000000000001	0.260113049535246	0.99748077796554
GSM1607698	0.0433111426048999	0	0.0177788825219214	0.0472968583853648	0	0.0770782190417305	0.213846386424463	0.0750151609138112	0	0.0160297062420022	0	0.112669019407295	0.0031557305324859	0.0505305111140511	0.129180482003933	0.076346336731924	0.0267543424179325	0	0	0.111007221658185	0	0	0.077	0.134543221372831	1.03947020771991
GSM1607699	0.00387694793051579	0	0.1351907472054	0.0149168530870734	0	0	0.0787444011607194	0.0820138020677517	0.0854583701481888	0.131240069239595	0	0.139665891380549	0	0.106546009017438	0.0400285102491363	0.0259409144292255	0.0106211700118559	0.0334614845966697	0	0.112294829475882	0	0	0.273	0.0606989534589272	1.0707876982066
GSM1607700	0.0480925809788106	0	0.00142088374835495	0	0.00899001585241253	0.00567487502416395	0	0.00906911930858056	0.0638832836601917	0.0476611860312901	0	0.0448158340836645	0.0890762413180211	0.103196366510826	0.0110241980756661	0	0	0.0325182839164952	0	0.484274034785438	0.00953194972585822	0.0407711469802265	0.249	0.0669046978915793	1.13802817074989
GSM1607701	0	0	0.398851177325412	0.0252277208685124	0	0.110909462383241	0	0.0480431875167009	0	0.0705834685090213	0	0.122366242462952	0.0796231373070178	0	0.0149013558832709	0.0598341273748373	0.00976863148336296	0	0.0512228663137641	0.0086686225719075	0	0	0.361	0.0439048011933366	1.05025322410635
GSM1607702	0	0	0	0.160208095045488	0	0	0.0518190775151509	0.101582406766036	0.0133251050285501	0.0868839564391559	0	0.180682474409967	0.000488725990121769	0.0722949066900903	0.0463348076112426	0.0045197983748766	0.00451056176918056	0	0	0.272067841889952	0	0.00528224247018813	0.032	0.192727331867816	1.05162489805546
GSM1607703	0.040824929782985	0	0.12039972421275	0.00276621734392879	0	0.083887591720206	0	0.0747407159451307	0.0149993159894854	0.0119777295863394	0	0.0851873246730302	0.0252107371058296	0.0544768181132592	0.0167438873815062	0	0.0647618920584165	0.0592022925756307	0	0.344820823511503	0	0	0.477	0.0260473694514066	1.09356931721433
GSM1607704	0	0	0.0894639711305877	0.019161785360925	0.0174760651561032	0	0	0.0800886740797779	0.108249179761742	0.0681190734437209	0	0.122665616433945	0.0226497633826185	0.0175932915029636	0.0304398966096023	0	0.0119701927374767	0.0405157238213479	0	0.371606766579189	0	0	0.289	0.0564100770391554	1.10377489668831
GSM1607705	0.0152760032848692	0	0.19254662760846	0.00343336018204375	0	0.114469119884434	0	0.0771456789941009	0	0	0	0.0730371476490148	0.0419168998277118	0.0644531573768141	0.0476478171461779	0.00430872738449642	0.0022553783851524	0.0164991669781706	0	0.337019961208726	0	0.00999095408982821	0.319	0.0511902882439855	1.07896814701817
GSM1607706	0.00454586184537853	0.000878554580416437	0.0295022086847023	0.0465513975241006	0	0.0835212277066502	0.0296822144879509	0.123218025212448	0.00645744651564161	0.0426326114639617	0	0.169676332265312	0	0.0946195109016594	0.104715649406295	0.0875324214924832	0.0235151928778851	0	0	0.152951345035116	0	0	0.021	0.21116062430396	1.01371285680748
GSM1607707	0.0260418683073326	0	0	0.134722496069645	0	0.0686860362622453	0.129554725516902	0.0829494216595989	0.0266591504424014	0.0331044410530748	0	0.183235259224045	0.0059261774584923	0.0401580971610741	0.0420618606642468	0.0573765998998264	0.0255004789191261	0.0321706096101452	0	0.110659421552665	0	0.00119335619917847	0.242	0.0690216059127731	1.08860265774118
GSM1607708	0.0366414741429558	0	0	0.0678399627884231	0	0.0713228526706686	0.0381482946543799	0.119889951008873	0	0.197119962970253	0	0.143186451461462	0	0.0628701794532443	0.0828833145798339	0	0.00735188043617473	0.0251339957879847	0	0.147611680045746	0	0	0.099	0.117044095044957	1.0838026796639
GSM1607709	0.00449271313142334	0	0	0	0.0638011589124585	0.0570243113266923	0	0.0282149124297002	0.041318168314008	0	0	0.0420558725866437	0.0903634773705104	0.112157718842887	0	0.0423993779139459	0	0.0725958140326277	0	0.386207583611637	0	0.0593688915274658	0.05	0.160639320291795	1.05826603191936
GSM1607710	0.0132082434035239	0	0.0912473035165026	0.0212113467265333	0	0.0564891028011182	0.0795266515526577	0.0835506256740389	0	0.0647781812969663	0	0.143522338434104	0.00566162424753009	0.0471655722498171	0.123605912368727	0.0387074602257312	0.0255060361928657	0.0110255598322836	0	0.194794041477601	0	0	0.092	0.122993993553988	1.05047617293489
GSM1607711	0	0.063584180556505	0	0.0322906295574455	0.00931463553563655	0	0	0.099327705851453	0.104747507402349	0.0797511351151104	0	0.100393593297249	0	0.129186293051802	0.110679790493746	0	0.0105705072345943	0	0	0.26015402190411	0	0	0.09	0.12659539094516	1.06053934430902
GSM1607712	0	0	0.133002588505586	0	0.183281334953186	0.114715161231177	0.0577655178604143	0	0	0.0695729995806697	0	0	0.109879972191264	0	0	0	0.102738880980336	0	0	0.199705174075869	0.0293383706214971	0	0.873	-0.0219516653084158	1.08284852189834
GSM1607713	0	0	0.0177039332517204	0.257789287714605	0	0	0.109105302008437	0.109128167569739	0.0216841693470892	0.0371239182203868	0	0.0901484037002305	0.00721406872191477	0.0321504092569286	0.131860218458718	0.0550430983270672	0.053154674242634	0	0	0.0778943491805299	0	0	0.026	0.199297885552206	1.02526272706705
GSM1607714	0.00504421875643551	0	0.0651082824507532	0	0.0911598138394079	0.0690993863800427	0	0	0.0149924583874026	0	0	0.0697155207870283	0.0189780883475272	0.115895262246245	0	0	0.00359581203650765	0.02710505848551	0	0.505622773437243	0	0.0136833248458974	0.498	0.0232471899404397	1.16775525715091
GSM1607715	0.00390060618736056	0	0.037675451179339	0.165860680495242	0	0	0.0316220230307661	0.0691447289383484	0.0602260926325162	0.0132868259345649	0	0.189995494059761	0.0213709989693537	0.0579629852926467	0.0593352877484382	0.0420638591859666	0.027700176668961	0.0349043548199499	0	0.184950434856786	0	0	0.274	0.0599471277898565	1.08952889818256
GSM1607716	0.0163275596075906	0.0115161415420973	0.0453777953292991	0.14579560977793	0.0408339227173806	0	0	0.0898350831859136	0.0903056471470375	0.0805161806446487	0	0.159416828085584	0.0117241648904288	0.0412627922223524	0.052159453353175	0.0822729768817397	0.00254393819045567	0	0.0591295447222235	0.0709823617021441	0	0	0.223	0.073767548791644	1.08384675633984
GSM1607717	0	0	0.16904570907882	0.267036167554379	0	0	0.110452276355488	0.117573922105238	0	0	0	0.0950484612181664	0.0249959871850523	0.0222510132475957	0.0269711170739358	0.0187125615011462	0.00559909289982138	0.00534646530454777	0	0.136967226475809	0	0	0.082	0.130083917038665	1.04096496029754
GSM1607718	0.0182084923133447	0	0.0352374338544807	0	0	0.037228859777734	0	0.0320536361627076	0.0200447989998172	0.0595599883276349	0	0.103411485948483	0.0229163715277539	0.0746647161015102	0	0	0	0.0961652673726784	0	0.500508949613855	0	0	0.623	0.00788408928689396	1.17775397980654
